,soltype
25844,Published Confirmed
25845,Kepler Project Candidate (q1_q16_koi)
25846,Kepler Project Candidate (q1_q17_dr25_koi)
25847,Published Confirmed
25848,Kepler Project Candidate (q1_q17_dr24_koi)
25849,Kepler Project Candidate (q1_q16_koi)
25850,Published Confirmed
25851,Published Confirmed
25852,Kepler Project Candidate (q1_q8_koi)
25853,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25854,Published Confirmed
25855,Kepler Project Candidate (q1_q12_koi)
25856,Kepler Project Candidate (q1_q16_koi)
25857,Kepler Project Candidate (q1_q17_dr25_koi)
25858,Kepler Project Candidate (q1_q17_dr24_koi)
25859,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25860,Published Confirmed
25861,Kepler Project Candidate (q1_q12_koi)
25862,Published Confirmed
25863,Published Confirmed
25864,Kepler Project Candidate (q1_q8_koi)
25865,Published Confirmed
25866,Kepler Project Candidate (q1_q17_dr24_koi)
25867,Published Confirmed
25868,Kepler Project Candidate (q1_q12_koi)
25869,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25870,Kepler Project Candidate (q1_q16_koi)
25871,Kepler Project Candidate (q1_q8_koi)
25872,Kepler Project Candidate (q1_q17_dr25_koi)
25873,Published Confirmed
25874,Published Confirmed
25875,Kepler Project Candidate (q1_q12_koi)
25876,Kepler Project Candidate (q1_q17_dr24_koi)
25877,Published Confirmed
25878,Kepler Project Candidate (q1_q8_koi)
25879,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25880,Kepler Project Candidate (q1_q16_koi)
25881,Published Confirmed
25882,Kepler Project Candidate (q1_q17_dr25_koi)
25883,Published Confirmed
25884,Kepler Project Candidate (q1_q17_dr25_koi)
25885,Published Confirmed
25886,Kepler Project Candidate (q1_q16_koi)
25887,Kepler Project Candidate (q1_q12_koi)
25888,Published Confirmed
25889,Published Confirmed
25890,Kepler Project Candidate (q1_q8_koi)
25891,Kepler Project Candidate (q1_q17_dr24_koi)
25892,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25893,Kepler Project Candidate (q1_q8_koi)
25894,Published Confirmed
25895,Kepler Project Candidate (q1_q17_dr25_koi)
25896,Published Confirmed
25897,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25898,Kepler Project Candidate (q1_q16_koi)
25899,Kepler Project Candidate (q1_q17_dr24_koi)
25900,Kepler Project Candidate (q1_q12_koi)
25901,Published Confirmed
25902,Published Confirmed
25903,Kepler Project Candidate (q1_q16_koi)
25904,Kepler Project Candidate (q1_q8_koi)
25905,Kepler Project Candidate (q1_q17_dr25_koi)
25906,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25907,Kepler Project Candidate (q1_q17_dr24_koi)
25908,Published Confirmed
25909,Kepler Project Candidate (q1_q12_koi)
25910,Kepler Project Candidate (q1_q8_koi)
25911,Kepler Project Candidate (q1_q16_koi)
25912,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25913,Kepler Project Candidate (q1_q17_dr25_koi)
25914,Published Confirmed
25915,Published Confirmed
25916,Kepler Project Candidate (q1_q12_koi)
25917,Published Confirmed
25918,Published Confirmed
25919,Kepler Project Candidate (q1_q17_dr24_koi)
25920,Published Confirmed
25921,Published Confirmed
25922,Kepler Project Candidate (q1_q17_dr25_koi)
25923,Published Confirmed
25924,Published Confirmed
25925,Published Confirmed
25926,Kepler Project Candidate (q1_q12_koi)
25927,Kepler Project Candidate (q1_q8_koi)
25928,Published Confirmed
25929,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25930,Published Confirmed
25931,Kepler Project Candidate (q1_q16_koi)
25932,Published Confirmed
25933,Kepler Project Candidate (q1_q17_dr24_koi)
25934,Kepler Project Candidate (q1_q17_dr24_koi)
25935,Kepler Project Candidate (q1_q12_koi)
25936,Published Confirmed
25937,Published Confirmed
25938,Kepler Project Candidate (q1_q8_koi)
25939,Published Confirmed
25940,Published Confirmed
25941,Published Confirmed
25942,Published Confirmed
25943,Kepler Project Candidate (q1_q16_koi)
25944,Kepler Project Candidate (q1_q17_dr25_koi)
25945,Published Confirmed
25946,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25947,Published Confirmed
25948,Kepler Project Candidate (q1_q12_koi)
25949,Kepler Project Candidate (q1_q17_dr25_koi)
25950,Published Confirmed
25951,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25952,Published Confirmed
25953,Published Confirmed
25954,Kepler Project Candidate (q1_q8_koi)
25955,Published Confirmed
25956,Published Confirmed
25957,Kepler Project Candidate (q1_q17_dr24_koi)
25958,Kepler Project Candidate (q1_q16_koi)
25959,Published Confirmed
25960,Published Confirmed
25961,Published Confirmed
25962,Published Confirmed
25963,Kepler Project Candidate (q1_q16_koi)
25964,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25965,Published Confirmed
25966,Kepler Project Candidate (q1_q8_koi)
25967,Kepler Project Candidate (q1_q12_koi)
25968,Published Confirmed
25969,Kepler Project Candidate (q1_q17_dr24_koi)
25970,Kepler Project Candidate (q1_q17_dr25_koi)
25971,Published Confirmed
25972,Published Confirmed
25973,Kepler Project Candidate (q1_q16_koi)
25974,Kepler Project Candidate (q1_q17_dr25_koi)
25975,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25976,Kepler Project Candidate (q1_q8_koi)
25977,Published Confirmed
25978,Published Confirmed
25979,Published Confirmed
25980,Kepler Project Candidate (q1_q17_dr24_koi)
25981,Kepler Project Candidate (q1_q12_koi)
25982,Published Confirmed
25983,Kepler Project Candidate (q1_q12_koi)
25984,Kepler Project Candidate (q1_q17_dr25_koi)
25985,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25986,Kepler Project Candidate (q1_q8_koi)
25987,Kepler Project Candidate (q1_q16_koi)
25988,Published Confirmed
25989,Kepler Project Candidate (q1_q17_dr24_koi)
25990,Published Confirmed
25991,Published Confirmed
25992,Published Confirmed
25993,Kepler Project Candidate (q1_q12_koi)
25994,Published Confirmed
25995,Kepler Project Candidate (q1_q16_koi)
25996,Kepler Project Candidate (q1_q17_dr24_koi)
25997,Published Confirmed
25998,Kepler Project Candidate (q1_q8_koi)
25999,Kepler Project Candidate (q1_q17_dr25_koi)
26000,Published Confirmed
26001,Published Confirmed
26002,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26003,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26004,Kepler Project Candidate (q1_q8_koi)
26005,Kepler Project Candidate (q1_q16_koi)
26006,Published Confirmed
26007,Kepler Project Candidate (q1_q17_dr25_koi)
26008,Published Confirmed
26009,Kepler Project Candidate (q1_q17_dr24_koi)
26010,Published Confirmed
26011,Kepler Project Candidate (q1_q12_koi)
26012,Published Confirmed
26013,Published Confirmed
26014,Kepler Project Candidate (q1_q8_koi)
26015,Published Confirmed
26016,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26017,Published Confirmed
26018,TESS Project Candidate
26019,Published Confirmed
26020,Kepler Project Candidate (q1_q12_koi)
26021,Kepler Project Candidate (q1_q16_koi)
26022,Kepler Project Candidate (q1_q17_dr24_koi)
26023,Kepler Project Candidate (q1_q17_dr25_koi)
26024,Kepler Project Candidate (q1_q8_koi)
26025,Published Confirmed
26026,Kepler Project Candidate (q1_q17_dr24_koi)
26027,Kepler Project Candidate (q1_q12_koi)
26028,Published Confirmed
26029,Published Confirmed
26030,Kepler Project Candidate (q1_q16_koi)
26031,Kepler Project Candidate (q1_q17_dr25_koi)
26032,Published Confirmed
26033,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26034,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26035,Kepler Project Candidate (q1_q17_dr24_koi)
26036,Kepler Project Candidate (q1_q8_koi)
26037,Kepler Project Candidate (q1_q17_dr25_koi)
26038,Published Confirmed
26039,Kepler Project Candidate (q1_q16_koi)
26040,Kepler Project Candidate (q1_q12_koi)
26041,Published Confirmed
26042,Published Confirmed
26043,Kepler Project Candidate (q1_q16_koi)
26044,Published Confirmed
26045,Kepler Project Candidate (q1_q8_koi)
26046,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26047,Kepler Project Candidate (q1_q17_dr25_koi)
26048,Kepler Project Candidate (q1_q12_koi)
26049,Published Confirmed
26050,Kepler Project Candidate (q1_q17_dr24_koi)
26051,Kepler Project Candidate (q1_q8_koi)
26052,Kepler Project Candidate (q1_q16_koi)
26053,Kepler Project Candidate (q1_q17_dr24_koi)
26054,Kepler Project Candidate (q1_q17_dr25_koi)
26055,Published Confirmed
26056,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26057,Published Confirmed
26058,Published Confirmed
26059,Published Confirmed
26060,Kepler Project Candidate (q1_q12_koi)
26061,Published Confirmed
26062,Kepler Project Candidate (q1_q17_dr25_koi)
26063,Published Confirmed
26064,Published Confirmed
26065,Kepler Project Candidate (q1_q17_dr24_koi)
26066,Published Confirmed
26067,Kepler Project Candidate (q1_q8_koi)
26068,Kepler Project Candidate (q1_q12_koi)
26069,Published Confirmed
26070,Published Confirmed
26071,Published Confirmed
26072,Published Confirmed
26073,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26074,Published Confirmed
26075,Kepler Project Candidate (q1_q16_koi)
26076,Published Confirmed
26077,Published Confirmed
26078,Published Confirmed
26079,Published Confirmed
26080,Published Confirmed
26081,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26082,Published Confirmed
26083,Kepler Project Candidate (q1_q17_dr25_koi)
26084,Published Confirmed
26085,Published Confirmed
26086,Published Confirmed
26087,Kepler Project Candidate (q1_q16_koi)
26088,Published Confirmed
26089,Published Confirmed
26090,Kepler Project Candidate (q1_q17_dr24_koi)
26091,Kepler Project Candidate (q1_q12_koi)
26092,Kepler Project Candidate (q1_q8_koi)
26093,Kepler Project Candidate (q1_q12_koi)
26094,Published Confirmed
26095,Published Confirmed
26096,Published Confirmed
26097,Kepler Project Candidate (q1_q17_dr25_koi)
26098,Kepler Project Candidate (q1_q17_dr24_koi)
26099,Kepler Project Candidate (q1_q16_koi)
26100,Published Confirmed
26101,Published Confirmed
26102,Published Confirmed
26103,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26104,Published Confirmed
26105,Published Confirmed
26106,Kepler Project Candidate (q1_q8_koi)
26107,Kepler Project Candidate (q1_q17_dr24_koi)
26108,Published Confirmed
26109,Kepler Project Candidate (q1_q16_koi)
26110,Published Confirmed
26111,Published Confirmed
26112,Kepler Project Candidate (q1_q17_dr25_koi)
26113,Kepler Project Candidate (q1_q12_koi)
26114,Published Confirmed
26115,Published Confirmed
26116,Published Confirmed
26117,Published Confirmed
26118,Kepler Project Candidate (q1_q8_koi)
26119,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26120,Kepler Project Candidate (q1_q8_koi)
26121,TESS Project Candidate
26122,Published Confirmed
26123,Published Confirmed
26124,Published Confirmed
26125,Kepler Project Candidate (q1_q12_koi)
26126,Kepler Project Candidate (q1_q17_dr24_koi)
26127,Kepler Project Candidate (q1_q17_dr25_koi)
26128,Kepler Project Candidate (q1_q16_koi)
26129,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26130,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26131,Kepler Project Candidate (q1_q12_koi)
26132,Published Confirmed
26133,Published Confirmed
26134,Kepler Project Candidate (q1_q17_dr24_koi)
26135,TESS Project Candidate
26136,Kepler Project Candidate (q1_q16_koi)
26137,Published Confirmed
26138,Kepler Project Candidate (q1_q17_dr25_koi)
26139,Kepler Project Candidate (q1_q8_koi)
26140,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26141,Published Confirmed
26142,Kepler Project Candidate (q1_q17_dr24_koi)
26143,Kepler Project Candidate (q1_q17_dr25_koi)
26144,Kepler Project Candidate (q1_q16_koi)
26145,TESS Project Candidate
26146,Published Confirmed
26147,Kepler Project Candidate (q1_q8_koi)
26148,Kepler Project Candidate (q1_q12_koi)
26149,Published Confirmed
26150,Published Confirmed
26151,Kepler Project Candidate (q1_q17_dr24_koi)
26152,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26153,Published Confirmed
26154,Kepler Project Candidate (q1_q12_koi)
26155,Kepler Project Candidate (q1_q16_koi)
26156,Published Confirmed
26157,Kepler Project Candidate (q1_q17_dr25_koi)
26158,Kepler Project Candidate (q1_q8_koi)
26159,Published Confirmed
26160,TESS Project Candidate
26161,Kepler Project Candidate (q1_q8_koi)
26162,Kepler Project Candidate (q1_q17_dr25_koi)
26163,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26164,Kepler Project Candidate (q1_q17_dr24_koi)
26165,Published Confirmed
26166,Kepler Project Candidate (q1_q16_koi)
26167,Kepler Project Candidate (q1_q12_koi)
26168,Kepler Project Candidate (q1_q17_dr25_koi)
26169,Published Confirmed
26170,Published Confirmed
26171,Kepler Project Candidate (q1_q8_koi)
26172,Published Confirmed
26173,Kepler Project Candidate (q1_q12_koi)
26174,Published Confirmed
26175,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26176,Kepler Project Candidate (q1_q17_dr24_koi)
26177,Kepler Project Candidate (q1_q16_koi)
26178,Published Confirmed
26179,Kepler Project Candidate (q1_q16_koi)
26180,Kepler Project Candidate (q1_q8_koi)
26181,Kepler Project Candidate (q1_q12_koi)
26182,Kepler Project Candidate (q1_q17_dr24_koi)
26183,Published Confirmed
26184,Kepler Project Candidate (q1_q17_dr25_koi)
26185,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26186,Published Confirmed
26187,Published Confirmed
26188,Kepler Project Candidate (q1_q8_koi)
26189,Published Confirmed
26190,Published Confirmed
26191,Kepler Project Candidate (q1_q16_koi)
26192,Kepler Project Candidate (q1_q17_dr24_koi)
26193,Kepler Project Candidate (q1_q12_koi)
26194,Published Confirmed
26195,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26196,Kepler Project Candidate (q1_q17_dr25_koi)
26197,Kepler Project Candidate (q1_q17_dr24_koi)
26198,Published Confirmed
26199,Published Confirmed
26200,Published Confirmed
26201,Published Confirmed
26202,Kepler Project Candidate (q1_q12_koi)
26203,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26204,Kepler Project Candidate (q1_q16_koi)
26205,Kepler Project Candidate (q1_q8_koi)
26206,Kepler Project Candidate (q1_q17_dr25_koi)
26207,TESS Project Candidate
26208,Kepler Project Candidate (q1_q17_dr24_koi)
26209,Published Confirmed
26210,Kepler Project Candidate (q1_q8_koi)
26211,Published Confirmed
26212,Published Confirmed
26213,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26214,Published Confirmed
26215,Published Confirmed
26216,Published Confirmed
26217,Kepler Project Candidate (q1_q12_koi)
26218,Published Confirmed
26219,Published Confirmed
26220,Kepler Project Candidate (q1_q17_dr25_koi)
26221,Published Confirmed
26222,Kepler Project Candidate (q1_q16_koi)
26223,Published Confirmed
26224,Published Confirmed
26225,Published Confirmed
26226,Kepler Project Candidate (q1_q16_koi)
26227,Published Confirmed
26228,Kepler Project Candidate (q1_q17_dr25_koi)
26229,Kepler Project Candidate (q1_q17_dr24_koi)
26230,Kepler Project Candidate (q1_q12_koi)
26231,Kepler Project Candidate (q1_q8_koi)
26232,Published Confirmed
26233,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26234,Published Confirmed
26235,Published Confirmed
26236,Published Confirmed
26237,Kepler Project Candidate (q1_q8_koi)
26238,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26239,Kepler Project Candidate (q1_q12_koi)
26240,Kepler Project Candidate (q1_q17_dr24_koi)
26241,Published Confirmed
26242,Published Confirmed
26243,Published Confirmed
26244,Kepler Project Candidate (q1_q16_koi)
26245,Kepler Project Candidate (q1_q17_dr25_koi)
26246,Published Confirmed
26247,Kepler Project Candidate (q1_q17_dr25_koi)
26248,Kepler Project Candidate (q1_q17_dr24_koi)
26249,Published Confirmed
26250,Published Confirmed
26251,Published Confirmed
26252,Kepler Project Candidate (q1_q8_koi)
26253,Kepler Project Candidate (q1_q16_koi)
26254,Published Confirmed
26255,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26256,Kepler Project Candidate (q1_q12_koi)
26257,Published Confirmed
26258,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26259,Kepler Project Candidate (q1_q17_dr25_koi)
26260,Kepler Project Candidate (q1_q12_koi)
26261,Kepler Project Candidate (q1_q8_koi)
26262,Published Confirmed
26263,Kepler Project Candidate (q1_q16_koi)
26264,Published Confirmed
26265,Published Confirmed
26266,Kepler Project Candidate (q1_q17_dr24_koi)
26267,Kepler Project Candidate (q1_q12_koi)
26268,Kepler Project Candidate (q1_q16_koi)
26269,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26270,Kepler Project Candidate (q1_q8_koi)
26271,Kepler Project Candidate (q1_q17_dr25_koi)
26272,Published Confirmed
26273,Kepler Project Candidate (q1_q17_dr24_koi)
26274,Kepler Project Candidate (q1_q17_dr25_koi)
26275,Published Confirmed
26276,Kepler Project Candidate (q1_q8_koi)
26277,Published Confirmed
26278,Kepler Project Candidate (q1_q12_koi)
26279,Published Confirmed
26280,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26281,Published Confirmed
26282,Kepler Project Candidate (q1_q16_koi)
26283,Kepler Project Candidate (q1_q17_dr24_koi)
26284,Kepler Project Candidate (q1_q16_koi)
26285,Kepler Project Candidate (q1_q17_dr25_koi)
26286,Kepler Project Candidate (q1_q12_koi)
26287,Published Confirmed
26288,Published Confirmed
26289,Kepler Project Candidate (q1_q8_koi)
26290,Published Confirmed
26291,Published Confirmed
26292,Kepler Project Candidate (q1_q17_dr24_koi)
26293,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26294,Kepler Project Candidate (q1_q8_koi)
26295,Kepler Project Candidate (q1_q17_dr25_koi)
26296,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26297,Kepler Project Candidate (q1_q17_dr24_koi)
26298,Published Confirmed
26299,Published Confirmed
26300,Published Confirmed
26301,Kepler Project Candidate (q1_q16_koi)
26302,Kepler Project Candidate (q1_q12_koi)
26303,Published Confirmed
26304,Published Confirmed
26305,Kepler Project Candidate (q1_q16_koi)
26306,Kepler Project Candidate (q1_q8_koi)
26307,Kepler Project Candidate (q1_q17_dr25_koi)
26308,Published Confirmed
26309,Published Confirmed
26310,Published Confirmed
26311,TESS Project Candidate
26312,Kepler Project Candidate (q1_q12_koi)
26313,Kepler Project Candidate (q1_q17_dr24_koi)
26314,Kepler Project Candidate (q1_q17_dr25_sup_koi)
26315,Kepler Project Candidate (q1_q12_koi)
